ec5_uuid,created_at,uploaded_at,title,1_What_is_the_date,2_What_time_is_it,3_What_is_the_plot_n,4_What_is_the_subplo,5_Is_this_an_ambient,6_What_is_the_light_
2402c955-dd97-43c0-95e9-5c1f3f753abd,2021-09-11T16:14:49.358Z,2021-09-13T16:06:56.000Z,32 SW Ground,11/9/21,11:14:07,32,SW,Ground,256
cc6fb82e-40ea-4c2c-9dc8-e0a672983984,2021-09-11T16:14:03.072Z,2021-09-13T16:06:54.000Z,32 SW Ground,11/9/21,11:13:42,32,SW,Ground,162
83ba75ff-cba8-448b-840b-0839f2d484c8,2021-09-11T16:13:38.427Z,2021-09-13T16:06:53.000Z,32 SW Ground,11/9/21,11:13:08,32,SW,Ground,192
c6bd40ed-4e24-417b-b6eb-052ba28b8395,2021-09-11T16:13:03.109Z,2021-09-13T16:06:51.000Z,32 SW Ambient,11/9/21,11:12:01,32,SW,Ambient,1077
95a4960b-7e62-4eb0-add1-a332d0abec18,2021-09-11T16:02:48.657Z,2021-09-13T16:06:49.000Z,30 NE Ground,11/9/21,11:02:32,30,NE,Ground,130
44e1fc86-fef5-4b6c-998c-2db9f433f304,2021-09-11T16:02:25.677Z,2021-09-13T16:06:47.000Z,30 NE Ground,11/9/21,11:01:52,30,NE,Ground,75
72ed5bf0-54ec-4cd9-9b0e-ba41fbc01c84,2021-09-11T16:01:48.477Z,2021-09-13T16:06:45.000Z,30 NE Ground,11/9/21,11:01:29,30,NE,Ground,128
0615ced1-0f80-4d2b-b7fe-abee731c64e6,2021-09-11T16:01:23.218Z,2021-09-13T16:06:43.000Z,30 NE Ambient,11/9/21,11:00:47,30,NE,Ambient,943
afcc6e40-e4bf-4946-9fb2-1aa8f5ca2989,2021-09-11T15:57:11.836Z,2021-09-13T16:06:41.000Z,29 NE Ground,11/9/21,10:56:44,29,NE,Ground,607
7a3afd74-ccbb-4c14-b74b-aa6e138933f9,2021-09-11T15:56:39.534Z,2021-09-13T16:06:39.000Z,29 NE Ground,11/9/21,10:56:11,29,NE,Ground,375
231191e5-cd08-4d07-92e6-8c4b1d87951d,2021-09-11T15:56:06.174Z,2021-09-13T16:06:37.000Z,29 NE Ground,11/9/21,10:55:43,29,NE,Ground,602
21385aa0-944c-4004-a6a4-7ac00577ca8d,2021-09-11T15:55:38.675Z,2021-09-13T16:06:36.000Z,29 NE Ambient,11/9/21,10:54:42,29,NE,Ambient,980
5d9d2fe1-a1a3-44e3-881d-a9d89046010b,2021-09-11T15:50:07.820Z,2021-09-11T20:47:25.000Z,23 NE Ground,11/9/21,10:49:54,23,NE,Ground,118
7810b435-7f33-4392-b960-9cbbf19419ab,2021-09-11T15:49:50.181Z,2021-09-11T20:47:23.000Z,23 NE Ground,11/9/21,10:49:24,23,NE,Ground,115
21eaafd9-a2bc-422c-8a75-46789afec9bc,2021-09-11T15:49:20.876Z,2021-09-11T20:47:21.000Z,23 NE Ground,11/9/21,10:48:53,23,NE,Ground,163
0332ace4-943e-45da-8446-476d0aaafd08,2021-09-11T15:48:49.879Z,2021-09-11T20:47:20.000Z,23 NE Ambient,11/9/21,10:48:11,23,NE,Ambient,925
1e862fc2-3206-486c-bf9d-7b1503adf4e8,2021-09-11T15:47:01.910Z,2021-09-11T20:47:18.000Z,24 SE Ground,11/9/21,10:46:43,24,SE,Ground,163
a0ffb5bb-b268-4a33-9c1f-104a2689a581,2021-09-11T15:46:39.480Z,2021-09-11T20:47:16.000Z,24 SE Ground,11/9/21,10:46:24,24,SE,Ground,137
ca0550ce-ffcf-4105-81e2-2aa178cb7896,2021-09-11T15:46:20.454Z,2021-09-11T20:47:14.000Z,24 SE Ground,11/9/21,10:46:00,24,SE,Ground,189
d511ed24-017e-4567-aea7-dc0213bb23c1,2021-09-11T15:45:55.997Z,2021-09-11T20:47:12.000Z,24 SE Ambient,11/9/21,10:45:28,24,SE,Ambient,777
89c573e2-90e8-41e9-8c63-5bb1ee8cf46e,2021-09-11T15:39:48.748Z,2021-09-11T20:47:10.000Z,27 SE Ground,11/9/21,10:39:33,27,SE,Ground,63
0d9a4379-716f-4080-b45e-c62a666582dd,2021-09-11T15:39:28.489Z,2021-09-11T20:47:09.000Z,27 SE Ground,11/9/21,10:39:08,27,SE,Ground,161
fb129f28-03b5-437f-8026-81313357f3be,2021-09-11T15:39:05.285Z,2021-09-11T20:47:07.000Z,27 SE Ground,11/9/21,10:38:48,27,SE,Ground,101
d8b9a7cd-82ef-4681-ba70-70ea66a2f790,2021-09-11T15:38:43.643Z,2021-09-11T20:47:05.000Z,27 SE Ambient,11/9/21,10:38:02,27,SE,Ambient,860
e1f64601-a8f6-4b22-ade6-e67375f694b6,2021-09-11T15:37:15.185Z,2021-09-11T20:47:03.000Z,28 NE Ground,11/9/21,10:35:44,28,NE,Ground,128
c2d489c2-ef0d-44bd-8cd1-0cf7d6bbf253,2021-09-11T15:35:40.934Z,2021-09-11T20:47:01.000Z,28 NE Ground,11/9/21,10:35:23,28,NE,Ground,132
f026cd8a-3159-43a3-be34-0f929b216190,2021-09-11T15:35:17.369Z,2021-09-11T20:46:59.000Z,28 NE Ground,11/9/21,10:34:45,28,NE,Ground,122
856e09ae-4597-4c38-89e4-090f8a913542,2021-09-11T15:34:41.227Z,2021-09-11T20:46:58.000Z,28 NE Ambient,11/9/21,10:33:37,28,NE,Ambient,833
e4e23eb0-f847-48b5-a66c-82191f63c7c7,2021-09-11T15:30:08.362Z,2021-09-11T20:46:56.000Z,21 SW Ground,11/9/21,10:29:48,21,SW,Ground,287
5aa32400-cac3-4b3b-ab7c-a680878a30bd,2021-09-11T15:29:44.282Z,2021-09-11T20:46:54.000Z,21 SW Ground,11/9/21,10:29:28,21,SW,Ground,184
ad6fbb52-5067-48de-a069-74ffd64b9fec,2021-09-11T15:29:23.756Z,2021-09-11T20:46:52.000Z,21 SW Ground,11/9/21,10:29:01,21,SW,Ground,407
be2ec517-9ec8-45f5-b5e0-1596e3280e78,2021-09-11T15:28:56.668Z,2021-09-11T20:46:50.000Z,21 SW Ambient,11/9/21,10:28:14,21,SW,Ambient,799
08bcfa19-b4b5-40d1-a82c-18413ebcee24,2021-09-11T15:26:00.552Z,2021-09-11T20:46:48.000Z,20 SW Ground,11/9/21,10:25:46,20,SW,Ground,180
f314d9ba-1853-4c01-a94d-702c2f9dca60,2021-09-11T15:25:41.956Z,2021-09-11T20:46:46.000Z,20 SW Ground,11/9/21,10:25:27,20,SW,Ground,231
bbc6c263-21e4-4a12-b807-eb3c5129a19b,2021-09-11T15:25:22.077Z,2021-09-11T20:46:45.000Z,20 SW Ground,11/9/21,10:24:56,20,SW,Ground,117
2c6d440f-8d93-42c0-a138-f7cce099ff3d,2021-09-11T15:24:52.055Z,2021-09-11T20:46:43.000Z,20 SW Ambient,11/9/21,10:24:23,20,SW,Ambient,788
86c985c9-2a9d-4d46-8d51-68280fbf5071,2021-09-11T15:22:12.231Z,2021-09-11T20:46:41.000Z,18 NW Ground,11/9/21,10:21:56,18,NW,Ground,119
703f738a-97e9-480e-a489-52835bb7b7be,2021-09-11T15:21:52.493Z,2021-09-11T20:46:39.000Z,18 NW Ground,11/9/21,10:21:39,18,NW,Ground,97
6e5442e0-3938-4ab0-8560-f38766710993,2021-09-11T15:21:34.528Z,2021-09-11T20:46:34.000Z,18 NW Ground,11/9/21,10:21:16,18,NW,Ground,94
915c6a7a-a40a-411f-965a-15ae41efaa70,2021-09-11T15:21:12.483Z,2021-09-11T20:46:32.000Z,18 NW Ambient,11/9/21,10:20:40,18,NW,Ambient,770
d441dbf2-670e-4be8-aa53-a24efd1905b4,2021-09-11T15:19:20.109Z,2021-09-11T20:46:30.000Z,17 NW Ground,11/9/21,10:19:03,17,NW,Ground,123
82453576-a330-429e-ac0a-83decab36248,2021-09-11T15:18:58.551Z,2021-09-11T20:46:28.000Z,17 NW Ground,11/9/21,10:18:43,17,NW,Ground,153
937080c2-716f-4d59-8b2e-1117b1a73178,2021-09-11T15:18:38.335Z,2021-09-11T20:46:26.000Z,17 NW Ground,11/9/21,10:18:08,17,NW,Ground,176
420ecf42-81b0-47ba-be70-7fca8d077dce,2021-09-11T15:18:04.120Z,2021-09-11T20:44:11.000Z,17 NW Ambient,11/9/21,10:17:36,17,NW,Ambient,751
3d09c3a3-0d40-4741-98fc-405ef9f2d92d,2021-09-11T15:15:30.915Z,2021-09-11T20:44:09.000Z,16 NW Ground,11/9/21,10:15:12,16,NW,Ground,72
d31c8e94-0931-45b9-b202-2415f3ec8732,2021-09-11T15:15:08.557Z,2021-09-11T20:44:07.000Z,16 NW Ground,11/9/21,10:14:54,16,NW,Ground,100
c81e0d33-39c7-4d64-bc42-e12926bcb475,2021-09-11T15:14:48.011Z,2021-09-11T20:44:05.000Z,16 NW Ground,11/9/21,10:14:11,16,NW,Ground,56
67f7d51e-9171-4903-ab2f-2f20a7295506,2021-09-11T15:14:04.281Z,2021-09-11T20:44:02.000Z,16 NW Ambient,11/9/21,10:13:33,16,NW,Ambient,746
f0f75fc1-d4f0-4778-a6f8-002ffae425d7,2021-09-11T15:12:00.923Z,2021-09-11T20:44:00.000Z,15 SW Ground,11/9/21,10:11:39,15,SW,Ground,50
ced94f3a-8446-4f31-97d7-e06cb74f6a69,2021-09-11T15:11:35.171Z,2021-09-11T20:43:58.000Z,15 SW Ground,11/9/21,10:11:20,15,SW,Ground,74
7fcf3108-7409-4ff5-9bb7-5055eba1cbd8,2021-09-11T15:11:16.546Z,2021-09-11T20:43:56.000Z,15 SW Ground,11/9/21,10:10:52,15,SW,Ground,98
5bf0ecdb-148b-4900-9e36-18a395a217d7,2021-09-11T15:10:47.966Z,2021-09-11T20:43:54.000Z,15 SW Ambient,11/9/21,10:09:39,15,SW,Ambient,725
05ab9cff-5998-41a0-aeab-36759e2a7d79,2021-09-11T15:03:06.048Z,2021-09-11T20:43:52.000Z,8 NE Ground,11/9/21,10:02:49,8,NE,Ground,151
fd259159-c09c-4ea2-bc4a-8bcfb8258094,2021-09-11T15:02:43.507Z,2021-09-11T20:43:49.000Z,8 NE Ground,11/9/21,10:02:29,8,NE,Ground,84
2670fcc8-183e-48ca-9a03-e881f18be7fc,2021-09-11T15:02:25.711Z,2021-09-11T20:43:47.000Z,8 NE Ground,11/9/21,10:02:04,8,NE,Ground,62
d34754f5-3323-4cf4-9210-c33870db32ea,2021-09-11T15:01:59.756Z,2021-09-11T20:43:45.000Z,8 NE Ambient,11/9/21,10:01:25,8,NE,Ambient,657
83c04378-50d3-4853-86a2-e225204e4c1c,2021-09-11T15:00:24.242Z,2021-09-11T20:43:43.000Z,9 NE Ground,11/9/21,10:00:09,9,NE,Ground,181
31346351-748d-4cb2-a7b9-53c86680d3e9,2021-09-11T15:00:02.791Z,2021-09-11T20:43:41.000Z,9 NE Ground,11/9/21,9:59:50,9,NE,Ground,91
c4f19e75-65c9-435d-9653-18af861a53b6,2021-09-11T14:59:45.847Z,2021-09-11T20:43:39.000Z,9 NE Ground,11/9/21,9:59:20,9,NE,Ground,75
2cfa2564-ae51-4ec5-8750-b5f9b0758101,2021-09-11T14:59:16.622Z,2021-09-11T20:43:36.000Z,9 NE Ambient,11/9/21,9:58:48,9,NE,Ambient,653
21ad849c-2c20-4d68-92c6-e4c2b55123bf,2021-09-11T14:54:27.551Z,2021-09-11T20:43:34.000Z,11 NW Ground,11/9/21,9:54:10,11,NW,Ground,181
760a174b-8cf6-4314-b031-ff9b19faa617,2021-09-11T14:54:06.416Z,2021-09-11T20:43:32.000Z,11 NW Ground,11/9/21,9:53:50,11,NW,Ground,150
4fd032d9-0167-4508-83bd-6acbf14dcae1,2021-09-11T14:53:45.668Z,2021-09-11T20:43:30.000Z,11 NW Ground,11/9/21,9:53:13,11,NW,Ground,171
aa03520d-08ec-47e0-8274-a42c23002be1,2021-09-11T14:53:09.183Z,2021-09-11T20:43:27.000Z,11 NW Ambient,11/9/21,9:52:22,11,NW,Ambient,622
19ac5e2f-bd0f-4cf4-b4bb-aba0034a99c9,2021-09-11T14:49:52.213Z,2021-09-11T20:43:25.000Z,12 NE Ground,11/9/21,9:49:33,12,NE,Ground,80
9120ea25-645a-4130-b369-74d933f0b3c9,2021-09-11T14:49:29.891Z,2021-09-11T20:43:23.000Z,12 NE Ground,11/9/21,9:49:15,12,NE,Ground,53
675aa73c-5845-40e5-be32-e92f3f50800f,2021-09-11T14:49:11.833Z,2021-09-11T20:43:21.000Z,12 NE Ground,11/9/21,9:48:49,12,NE,Ground,43
7009fcfd-ef33-4509-b529-9a7b010fedff,2021-09-11T14:48:42.950Z,2021-09-11T20:43:19.000Z,12 NE Ambient,11/9/21,9:47:54,12,NE,Ambient,595
9fb7fbde-05bf-4d8f-a201-b6f50fbd8717,2021-09-11T14:44:12.894Z,2021-09-11T20:43:17.000Z,13 SE Ground,11/9/21,9:43:52,13,SE,Ground,37
c1592643-c9a0-4793-894a-dbeb70d6ae0c,2021-09-11T14:43:47.263Z,2021-09-11T20:43:14.000Z,13 SE Ground,11/9/21,9:43:27,13,SE,Ground,42
01f5d122-bb92-4afa-9076-f9f2ea69791a,2021-09-11T14:43:22.309Z,2021-09-11T20:43:12.000Z,13 SE Ground,11/9/21,9:42:35,13,SE,Ground,140
cf1df17a-c6b0-442d-be99-d85fba72b45d,2021-09-11T14:42:32.249Z,2021-09-11T20:43:10.000Z,13 SE Ambient,11/9/21,9:41:20,13,SE,Ambient,552
ffdbe564-4ddf-43ef-91a0-8ddfb9d0a99d,2021-09-11T14:38:28.696Z,2021-09-11T20:43:08.000Z,14 SW Ground,11/9/21,9:38:10,14,SW,Ground,75
f6460641-80ad-4639-bfe7-c237d9cc5b40,2021-09-11T14:38:05.579Z,2021-09-11T20:43:06.000Z,14 SW Ground,11/9/21,9:37:21,14,SW,Ground,64
54128a0f-f28f-4e83-a609-f9e3cd30ce39,2021-09-11T14:37:16.349Z,2021-09-11T20:43:04.000Z,14 SW Ground,11/9/21,9:36:56,14,SW,Ground,63
35713ada-4547-4e04-823c-117d7a197f7a,2021-09-11T14:36:44.073Z,2021-09-11T20:43:01.000Z,14 SW Ambient,11/9/21,9:35:50,14,SW,Ambient,526
1e55b8fb-efd2-4882-b396-2e54204e62a6,2021-09-11T14:30:03.447Z,2021-09-11T20:42:59.000Z,5 SW Ground,11/9/21,9:29:45,5,SW,Ground,54
3cbbd7fd-0323-4822-8b33-ff35acf4b8c9,2021-09-11T14:29:40.943Z,2021-09-11T20:42:57.000Z,5 SW Ground,11/9/21,9:29:19,5,SW,Ground,91
6609b98d-9412-4869-be30-89fbb85329d7,2021-09-11T14:29:15.699Z,2021-09-11T20:42:55.000Z,5 SW Ground,11/9/21,9:28:53,5,SW,Ground,110
68e67a27-fae7-4450-8d40-2889f2bb1d53,2021-09-11T14:28:50.184Z,2021-09-11T20:42:52.000Z,5 SW Ambient,11/9/21,9:28:14,5,SW,Ambient,478
0fe0d92c-40bf-470e-9767-ed075e9e28dd,2021-09-11T14:25:03.972Z,2021-09-11T20:42:51.000Z,4 SE Ground,11/9/21,9:24:45,4,SE,Ground,26
d0881beb-0b81-40ba-8d72-a10851ecbe11,2021-09-11T14:24:40.390Z,2021-09-11T20:42:48.000Z,4 SE Ground,11/9/21,9:24:13,4,SE,Ground,41
9adcb1d2-4f9e-43f5-80cf-61eb68c2e6b4,2021-09-11T14:24:05.734Z,2021-09-11T20:42:46.000Z,4 SE Ground,11/9/21,9:23:32,4,SE,Ground,67
510ca62b-0ee9-432d-8474-88b8c0096d09,2021-09-11T14:23:27.609Z,2021-09-11T20:42:44.000Z,4 SE Ambient,11/9/21,9:22:07,4,SE,Ambient,449
fbef5f7a-526a-44e5-921a-37511894375c,2021-09-11T14:20:04.840Z,2021-09-11T20:42:42.000Z,3 NE Ground,11/9/21,9:19:44,3,NE,Ground,72
fc3172ad-8bc3-45dd-a2d1-04fc8b18fb10,2021-09-11T14:19:37.927Z,2021-09-11T20:42:39.000Z,3 NE Ground,11/9/21,9:19:08,3,NE,Ground,36
79684b9c-561f-4de2-a994-fbcde20fb9d9,2021-09-11T14:19:03.861Z,2021-09-11T20:42:37.000Z,3 NE Ground,11/9/21,9:18:02,3,NE,Ground,40
dcc9bace-1512-41c0-9fc5-b4c24aae9fb1,2021-09-11T14:17:54.950Z,2021-09-11T20:42:35.000Z,3 NE Ambient,11/9/21,9:17:04,3,NE,Ambient,428
e71a1bd0-032a-4070-b08d-ee2be25bb103,2021-09-11T14:11:59.465Z,2021-09-11T20:42:33.000Z,2 SE Ground,11/9/21,9:11:28,2,SE,Ground,103
4dcad004-dca3-4c29-8b8e-00fdaed95225,2021-09-11T14:11:24.876Z,2021-09-11T20:42:31.000Z,2 SE Ground,11/9/21,9:11:04,2,SE,Ground,77
2f19d06c-ac92-41e8-a376-af5f217e05b9,2021-09-11T14:10:54.839Z,2021-09-11T20:42:28.000Z,2 SE Ground,11/9/21,9:10:15,2,SE,Ground,68
a9516f88-e54e-46f2-9d40-de60e43d6db1,2021-09-11T14:09:31.572Z,2021-09-11T20:42:26.000Z,2 SE Ambient,11/9/21,9:08:49,2,SE,Ambient,381
