ec5_uuid,created_at,uploaded_at,title,1_What_is_the_date,2_What_time_is_it,3_What_is_the_plot_n,4_What_is_the_subplo,5_Is_this_an_ambient,6_What_is_the_light_
86e44fc9-000a-40d2-868a-11dd04321d3d,2020-09-19T17:27:42.460Z,2020-09-20T02:35:58.000Z,"4 NW Ground",19/09/2020,12:27:11,4,NW,Ground,618
a9c76813-0ad8-43e9-a3f6-aeaee994d8fc,2020-09-19T17:27:03.302Z,2020-09-20T02:35:57.000Z,"4 NW Ground",19/09/2020,12:26:48,4,NW,Ground,654
5787e8d4-3e27-495d-b7df-763ca3f7b12c,2020-09-19T17:26:44.555Z,2020-09-20T02:35:55.000Z,"4 NW Ground",19/09/2020,12:26:31,4,NW,Ground,478
0926374e-2988-4241-8e44-93c1e475a697,2020-09-19T17:26:27.267Z,2020-09-20T02:35:53.000Z,"4 NW Ambient",19/09/2020,12:25:35,4,NW,Ambient,1307
025f251f-25fc-4b19-969e-4f8406f950de,2020-09-19T17:25:14.165Z,2020-09-20T02:35:51.000Z,"3 NW Ground",19/09/2020,12:24:58,3,NW,Ground,1186
eb52dca0-c911-499d-96e8-3ca72e8fe0b5,2020-09-19T17:24:50.830Z,2020-09-20T02:35:49.000Z,"3 NW Ground",19/09/2020,12:24:31,3,NW,Ground,1274
d9b2d9f0-ff68-4412-ad78-fd395d9f4c8c,2020-09-19T17:24:24.635Z,2020-09-20T02:35:47.000Z,"3 NW Ground",19/09/2020,12:24:05,3,NW,Ground,1089
cb8f7c18-c202-4d25-8b07-38edc7522ba8,2020-09-19T17:24:00.920Z,2020-09-20T02:35:45.000Z,"3 NW Ambient",19/09/2020,12:23:28,3,NW,Ambient,1258
d5e6bdf9-68f3-4b9c-981b-a09f79994bf4,2020-09-19T17:23:23.845Z,2020-09-20T02:35:43.000Z,"2 NE Ground",19/09/2020,12:23:09,2,NE,Ground,907
6662a8ad-7a9b-4595-b135-08fa0407717e,2020-09-19T17:23:03.015Z,2020-09-20T02:35:41.000Z,"2 NE Ground",19/09/2020,12:22:49,2,NE,Ground,1044
22091652-7555-4d04-af51-1866a20a870a,2020-09-19T17:22:41.870Z,2020-09-20T02:35:39.000Z,"2 NE Ground",19/09/2020,12:22:28,2,NE,Ground,1073
47548d6c-2b0a-4f1e-bcf7-d9dd4100c83c,2020-09-19T17:22:24.185Z,2020-09-20T02:35:37.000Z,"2 NE Ambient",19/09/2020,12:22:00,2,NE,Ambient,1284
06f6ef20-55d3-4789-9455-71783826a1d8,2020-09-19T17:13:51.401Z,2020-09-20T02:35:33.000Z,"23 NE Ground",19/09/2020,12:13:37,23,NE,Ground,927
926fdcac-8783-47fc-8305-fb955b1ac6fe,2020-09-19T17:13:32.643Z,2020-09-20T02:35:31.000Z,"23 NE Ground",19/09/2020,12:13:07,23,NE,Ground,797
17bbdfb7-5815-4751-b879-c1d7e813795e,2020-09-19T17:12:35.590Z,2020-09-20T02:35:29.000Z,"23 NE Ground",19/09/2020,12:12:19,23,NE,Ground,929
2af90dbc-0c4c-4f22-8d13-5664135a0b5c,2020-09-19T17:12:14.651Z,2020-09-20T02:35:35.000Z,"23 NE Ambient",19/09/2020,12:11:35,23,NE,Ambient,1279
8829cc0d-222c-4b3b-ac6a-e8190a7544d9,2020-09-19T17:07:41.626Z,2020-09-20T02:35:23.000Z,"24 SE Ground",19/09/2020,12:07:30,24,SE,Ground,1133
c60fdd8b-4fb6-4eb5-b6e9-e7fa4aac0de3,2020-09-19T17:07:25.724Z,2020-09-20T02:35:27.000Z,"24 SE Ground",19/09/2020,12:07:14,24,SE,Ground,1167
6baf75ec-b0ba-44de-9844-cd748e002fd8,2020-09-19T17:07:09.445Z,2020-09-20T02:35:22.000Z,"24 SE Ground",19/09/2020,12:06:57,24,SE,Ground,1163
47639a93-2337-4b06-ba20-3282af5a9710,2020-09-19T17:06:53.186Z,2020-09-20T02:35:25.000Z,"24 SE Ambient",19/09/2020,12:05:50,24,SE,Ambient,1247
40da7a3f-809c-496f-b604-e684272872a8,2020-09-19T17:04:47.170Z,2020-09-20T02:35:20.000Z,"27 SW Ground",19/09/2020,12:04:35,27,SW,Ground,517
ddedde2f-ff24-4237-b450-8b4fafd84caf,2020-09-19T17:04:31.637Z,2020-09-20T02:35:18.000Z,"27 SW Ground",19/09/2020,12:04:15,27,SW,Ground,849
5169931b-2519-4b6f-a569-a3f60ed8ed7e,2020-09-19T17:04:11.193Z,2020-09-20T02:35:16.000Z,"27 SW Ground",19/09/2020,12:03:56,27,SW,Ground,795
cd7a3e20-0ecb-4852-bccc-1bcbca2d0d78,2020-09-19T17:03:52.567Z,2020-09-20T02:35:14.000Z,"27 SW Ambient",19/09/2020,12:01:19,27,SW,Ambient,1243
8e54fdb6-ecb5-4907-be58-429cd5eccf13,2020-09-19T17:00:16.748Z,2020-09-20T02:35:11.000Z,"28 SW Ground",19/09/2020,11:59:59,28,SW,Ground,900
35a23d2f-558c-4c93-aeec-ef50b7eba15f,2020-09-19T16:59:55.615Z,2020-09-20T02:35:09.000Z,"28 SW Ground",19/09/2020,11:59:40,28,SW,Ground,886
f308cf79-5425-4b50-ba99-f5e909d37044,2020-09-19T16:59:34.974Z,2020-09-20T02:35:07.000Z,"28 SW Ground",19/09/2020,11:59:19,28,SW,Ground,963
70f88f7d-e457-44ba-996e-f798bb832a6d,2020-09-19T16:59:15.674Z,2020-09-20T02:35:05.000Z,"28 SW Ambient",19/09/2020,11:57:49,28,SW,Ambient,1236
dbba0986-ab39-42ac-81c7-44f0db6e32f3,2020-09-19T16:56:23.879Z,2020-09-20T02:35:03.000Z,"21 SE Ground",19/09/2020,11:56:07,21,SE,Ground,918
fce9c6ed-5121-4ccd-b878-19d3fc04c461,2020-09-19T16:56:03.575Z,2020-09-20T02:35:02.000Z,"21 SE Ground",19/09/2020,11:55:50,21,SE,Ground,807
5cf0d703-0e5f-4d57-851b-1f55cbdc69c2,2020-09-19T16:55:43.073Z,2020-09-20T02:35:00.000Z,"21 SE Ground",19/09/2020,11:55:26,21,SE,Ground,510
d5cf1a58-738b-460a-bec6-abb496b67a29,2020-09-19T16:55:22.380Z,2020-09-20T02:34:58.000Z,"21 SE Ambient",19/09/2020,11:52:28,21,SE,Ambient,1196
bcd17293-68f8-4c01-8756-16f0aba76e9f,2020-09-19T16:51:21.879Z,2020-09-20T02:34:56.000Z,"20 SW Ground",19/09/2020,11:51:10,20,SW,Ground,1008
af499e47-33ce-4b61-99ef-58905b6fdb9c,2020-09-19T16:51:06.937Z,2020-09-20T02:34:54.000Z,"20 SW Ground",19/09/2020,11:50:47,20,SW,Ground,1079
7dfd845b-edf1-407a-9405-24846e8336d9,2020-09-19T16:50:43.872Z,2020-09-20T02:34:52.000Z,"20 SW Ground",19/09/2020,11:50:24,20,SW,Ground,813
7a79e06a-99f2-45fb-af50-5ec73c8f859f,2020-09-19T16:50:20.009Z,2020-09-20T02:34:50.000Z,"20 SW Ambient",19/09/2020,11:49:40,20,SW,Ambient,1179
26acaba1-de2f-4985-8ef3-2495344ae6a2,2020-09-19T16:47:38.115Z,2020-09-20T02:34:48.000Z,"18 NW Ground",19/09/2020,11:47:02,18,NW,Ground,993
fc132ced-6a82-4636-8d4a-5bddc19895d5,2020-09-19T16:46:58.859Z,2020-09-20T02:34:46.000Z,"18 NW Ground",19/09/2020,11:46:34,18,NW,Ground,907
024e9761-3cf1-492b-97af-54702db21723,2020-09-19T16:46:30.394Z,2020-09-20T02:34:44.000Z,"18 NW Ground",19/09/2020,11:46:15,18,NW,Ground,877
e44df087-6153-4e20-9332-0e6c5ae8b60c,2020-09-19T16:46:11.229Z,2020-09-20T02:34:42.000Z,"18 NW Ambient",19/09/2020,11:45:31,18,NW,Ambient,1186
4ea95137-1949-4fc6-8c69-4f1198cb2f64,2020-09-19T16:43:24.715Z,2020-09-20T02:34:38.000Z,"17 NW Ground",19/09/2020,11:43:11,17,NW,Ground,943
751e54dc-7812-4e6b-84b3-4445068513ee,2020-09-19T16:43:06.276Z,2020-09-20T02:34:40.000Z,"17 NW Ground",19/09/2020,11:42:51,17,NW,Ground,1065
5b98ede8-b3a7-4da1-9f60-5b32f14e41bf,2020-09-19T16:42:47.292Z,2020-09-20T02:34:36.000Z,"17 NW Ground",19/09/2020,11:42:33,17,NW,Ground,877
84c65f7b-5e2b-469d-8f6e-9a358846e8fd,2020-09-19T16:42:28.615Z,2020-09-20T02:34:34.000Z,"17 NW Ambient",19/09/2020,11:41:32,17,NW,Ambient,849
3e7950c9-1104-4052-9bcc-ab8ad273168e,2020-09-19T16:39:45.521Z,2020-09-20T02:34:32.000Z,"16 SW Ground",19/09/2020,11:39:31,16,SW,Ground,635
ebb184f9-1417-4f5e-8350-883a70783741,2020-09-19T16:39:25.261Z,2020-09-20T02:34:30.000Z,"16 SW Ground",19/09/2020,11:39:00,16,SW,Ground,528
5494457c-c6fd-4782-b92b-a33606132ea2,2020-09-19T16:38:53.939Z,2020-09-20T02:34:29.000Z,"16 SW Ground",19/09/2020,11:38:40,16,SW,Ground,724
2812468e-bc8a-43a8-907a-510288f67567,2020-09-19T16:38:35.292Z,2020-09-20T02:34:27.000Z,"16 SW Ambient",19/09/2020,11:36:49,16,SW,Ambient,1158
5973c3bb-cdbf-4c2c-b84b-518452b62a5f,2020-09-19T16:35:49.528Z,2020-09-20T02:34:24.000Z,"15 NW Ground",19/09/2020,11:35:35,15,NW,Ground,495
bd7406ff-e3dc-4385-9c93-f06eaed48556,2020-09-19T16:35:31.915Z,2020-09-20T02:34:22.000Z,"15 NW Ground",19/09/2020,11:35:18,15,NW,Ground,638
591e16cd-ac22-4d7e-8a6c-d6cb1c545c14,2020-09-19T16:35:13.578Z,2020-09-20T02:34:20.000Z,"15 NW Ground",19/09/2020,11:34:58,15,NW,Ground,553
d311c44f-71fe-477c-846a-c86a68fd5c87,2020-09-19T16:34:50.268Z,2020-09-20T02:34:18.000Z,"15 NW Ambient",19/09/2020,11:33:00,15,NW,Ambient,1093
07a1646a-f0b6-43f1-acfb-a2a6a569a1fe,2020-09-19T16:26:02.653Z,2020-09-20T02:34:16.000Z,"36 SW Ground",19/09/2020,11:25:22,36,SW,Ground,749
cbfffa19-cb36-4ba5-8c29-c87bf1f92c30,2020-09-19T16:25:16.178Z,2020-09-20T02:34:14.000Z,"36 SW Ground",19/09/2020,11:25:01,36,SW,Ground,842
792110fb-ad17-40fb-820d-0f1bd66090f7,2020-09-19T16:24:56.379Z,2020-09-20T02:34:12.000Z,"36 SW Ground",19/09/2020,11:24:41,36,SW,Ground,757
823587db-fc48-41e8-9fa0-abe8029670ce,2020-09-19T16:24:36.672Z,2020-09-20T02:34:10.000Z,"36 SW Ambient",19/09/2020,11:22:39,36,SW,Ambient,1080
57583b67-fb7f-4ee9-9466-fdb9c75b350b,2020-09-19T16:22:00.359Z,2020-09-20T02:34:06.000Z,"37 SW Ground",19/09/2020,11:21:41,37,SW,Ground,730
e1f3c25a-8daa-4b2e-9ea3-5b5b4c12f021,2020-09-19T16:21:37.586Z,2020-09-20T02:34:04.000Z,"37 SW Ground",19/09/2020,11:21:17,37,SW,Ground,942
ce59a745-79eb-40ad-bdad-8749249a218a,2020-09-19T16:21:08.272Z,2020-09-20T02:34:02.000Z,"37 SW Ground",19/09/2020,11:20:42,37,SW,Ground,904
b3091537-08ad-4071-a69a-bc1a61ca75d9,2020-09-19T16:20:35.635Z,2020-09-20T02:34:08.000Z,"37 SW Ambient",19/09/2020,11:19:59,37,SW,Ambient,1065
140367cb-8753-40b6-a102-30b8cc2b277d,2020-09-19T16:18:21.328Z,2020-09-20T02:34:00.000Z,"39 NE Ground",19/09/2020,11:18:06,39,NE,Ground,635
14268df3-4716-4741-892e-b304910282a5,2020-09-19T16:18:02.173Z,2020-09-20T02:33:58.000Z,"39 NE Ground",19/09/2020,11:17:42,39,NE,Ground,668
1a0929f4-8331-412d-9159-cd19c71c5383,2020-09-19T16:17:38.226Z,2020-09-20T02:33:56.000Z,"39 NE Ground",19/09/2020,11:17:15,39,NE,Ground,846
93990294-8564-4f9d-a75f-b7b594f4af18,2020-09-19T16:17:11.766Z,2020-09-20T02:33:54.000Z,"39 NE Ambient",19/09/2020,11:15:22,39,NE,Ambient,1036
f393bee5-1588-440e-8243-f48c10863dba,2020-09-19T16:12:16.892Z,2020-09-20T02:33:52.000Z,"42 SE Ground",19/09/2020,11:12:03,42,SE,Ground,829
697bf97a-0c71-467a-90c3-46650311b6f4,2020-09-19T16:11:55.126Z,2020-09-20T02:33:50.000Z,"42 SE Ground",19/09/2020,11:11:40,42,SE,Ground,769
615cdc1b-81fa-4c8d-9bab-e28a1cb1d281,2020-09-19T16:11:37.288Z,2020-09-20T02:33:48.000Z,"42 SE Ground",19/09/2020,11:11:22,42,SE,Ground,762
8829211c-8e43-4f4a-9cdc-2aab555ff9d3,2020-09-19T16:11:18.831Z,2020-09-20T02:33:46.000Z,"42 SE Ambient",19/09/2020,11:08:35,42,SE,Ambient,1036
15fc4b62-f366-4677-9096-6a5bce2a2b75,2020-09-19T16:07:57.200Z,2020-09-20T02:33:44.000Z,"35 NW Ground",19/09/2020,11:07:36,35,NW,Ground,606
8e77e79c-da74-4ebf-80ca-75d575ca809e,2020-09-19T16:07:31.929Z,2020-09-20T02:33:42.000Z,"35 NW Ground",19/09/2020,11:07:14,35,NW,Ground,647
cb2c16f1-ecff-46a4-ae4d-417beb33ea64,2020-09-19T16:07:07.562Z,2020-09-20T02:33:40.000Z,"35 NW Ground",19/09/2020,11:06:24,35,NW,Ground,709
d7bcd95a-e914-4d2b-a2a6-17cb90533d65,2020-09-19T16:06:16.112Z,2020-09-20T02:33:38.000Z,"35 NW Ambient",19/09/2020,11:05:19,35,NW,Ambient,973
5f56baf4-24c6-4627-807c-6b2f7e563389,2020-09-19T16:01:44.191Z,2020-09-20T02:33:36.000Z,"34 NE Ground",19/09/2020,11:01:14,34,NE,Ground,330
8547443d-e9d5-4dbb-bbe3-c316107b0711,2020-09-19T16:01:09.843Z,2020-09-20T02:33:35.000Z,"34 NE Ground",19/09/2020,11:00:56,34,NE,Ground,419
211396d5-ad6d-448d-8430-7766a3029de3,2020-09-19T16:00:50.992Z,2020-09-20T02:33:33.000Z,"34 NE Ground",19/09/2020,11:00:25,34,NE,Ground,705
53648c5a-5385-4303-82e6-1b7c42e4707b,2020-09-19T16:00:18.878Z,2020-09-20T02:33:31.000Z,"34 NE Ambient",19/09/2020,10:57:47,34,NE,Ambient,945
21d733a4-3913-4040-a391-e29be5ced191,2020-09-19T15:57:37.391Z,2020-09-20T02:33:29.000Z,"33 NE Ground",19/09/2020,10:57:04,33,NE,Ground,697
574096d5-f648-4f0c-a224-a35b50a810f8,2020-09-19T15:57:00.798Z,2020-09-20T02:33:27.000Z,"33 NE Ground",19/09/2020,10:56:30,33,NE,Ground,691
8acefea2-6798-45af-96a7-66a67f3c93e9,2020-09-19T15:56:25.017Z,2020-09-20T02:33:25.000Z,"33 NE Ground",19/09/2020,10:55:51,33,NE,Ground,596
bcf5af22-6220-471c-a238-ff47e3bf9808,2020-09-19T15:55:47.104Z,2020-09-20T02:33:23.000Z,"33 NE Ambient",19/09/2020,10:54:45,33,NE,Ambient,871
7a6fe76d-9666-474b-91c2-77f247db03eb,2020-09-19T15:52:31.518Z,2020-09-20T02:33:03.000Z,"32 SE Ground",19/09/2020,10:52:08,32,SE,Ground,720
5deaad4c-18b4-4302-85ed-8115127a347a,2020-09-19T15:52:03.039Z,2020-09-20T02:33:01.000Z,"32 SE Ground",19/09/2020,10:51:44,32,SE,Ground,699
a5c4605b-40a5-4e7e-a35c-3358e4b7b995,2020-09-19T15:51:39.635Z,2020-09-20T02:32:59.000Z,"32 SE Ground",19/09/2020,10:51:19,32,SE,Ground,617
3277964e-7287-4ae5-aa8c-0eb803cd0c9f,2020-09-19T15:51:14.875Z,2020-09-20T02:32:57.000Z,"32 SE Ambient",19/09/2020,10:50:44,32,SE,Ambient,829
dcca4e26-90e0-44ec-828b-9156f1f032dd,2020-09-19T15:47:50.459Z,2020-09-20T02:32:55.000Z,"30 NW Ground",19/09/2020,10:47:29,30,NW,Ground,721
5aedbe43-3bc6-49f6-83bb-3ec60a8c58a0,2020-09-19T15:47:25.883Z,2020-09-20T02:32:53.000Z,"30 NW Ground",19/09/2020,10:47:05,30,NW,Ground,692
bdaa0c46-ea82-4f51-8c42-32b580952d3f,2020-09-19T15:47:00.885Z,2020-09-20T02:32:51.000Z,"30 NW Ground",19/09/2020,10:46:39,30,NW,Ground,791
d724593f-c0e4-446c-a3f2-ba1af86c8e51,2020-09-19T15:46:35.665Z,2020-09-20T02:32:49.000Z,"30 NW Ambient",19/09/2020,10:46:08,30,NW,Ambient,824
d5d59fd2-4293-486a-b881-dcd661d0c375,2020-09-19T15:44:36.632Z,2020-09-20T02:32:47.000Z,"29 NE Ground",19/09/2020,10:44:14,29,NE,Ground,466
1433b9b8-cacf-44e8-aa78-b34667df29ae,2020-09-19T15:44:10.900Z,2020-09-20T02:32:45.000Z,"29 NE Ground",19/09/2020,10:43:54,29,NE,Ground,652
2e8e9b7e-843e-47d0-8e4a-0be69b9fb836,2020-09-19T15:43:50.549Z,2020-09-20T02:32:44.000Z,"29 NE Ground",19/09/2020,10:43:18,29,NE,Ground,550
ce3d6687-125b-4d65-aeb3-61022ee5d36e,2020-09-19T15:43:15.019Z,2020-09-20T02:32:42.000Z,"29 NE Ambient",19/09/2020,10:42:26,29,NE,Ambient,802
372b5e09-575c-462f-b59b-4a3f4ae34352,2020-09-19T15:38:47.718Z,2020-09-20T02:32:40.000Z,"8 NW Ground",19/09/2020,10:38:23,8,NW,Ground,502
26cbbfd8-697b-4f81-8a38-df2870008939,2020-09-19T15:38:15.851Z,2020-09-20T02:32:37.000Z,"8 NW Ground",19/09/2020,10:37:51,8,NW,Ground,600
27447661-5f43-4b20-81a2-953d2aa5d0e0,2020-09-19T15:37:47.727Z,2020-09-20T00:12:37.000Z,"8 NW Ground",19/09/2020,10:37:26,8,NW,Ground,350
3ef1f14d-700c-4d01-ab93-545de824d4eb,2020-09-19T15:37:21.364Z,2020-09-20T00:12:34.000Z,"8 NW Ambient",19/09/2020,10:35:56,8,NW,Ambient,785
54c68870-6ab4-4edf-b011-30d67e3cd045,2020-09-19T15:34:53.985Z,2020-09-20T00:12:32.000Z,"9 SW Ground",19/09/2020,10:34:34,9,SW,Ground,622
dce8c263-fc70-4029-b7e8-2a42b1485be2,2020-09-19T15:34:29.763Z,2020-09-20T00:12:29.000Z,"9 SW Ground",19/09/2020,10:34:03,9,SW,Ground,513
91ef1232-42b0-463b-b6a4-3eabaf7221ea,2020-09-19T15:33:59.857Z,2020-09-20T00:12:26.000Z,"9 SW Ground",19/09/2020,10:33:41,9,SW,Ground,494
43d4cc5a-108a-4851-a67b-9081f69060af,2020-09-19T15:33:34.573Z,2020-09-20T00:12:24.000Z,"9 SW Ambient",19/09/2020,10:31:06,9,SW,Ambient,720
a91b9308-db1e-4214-a886-39a43e427faa,2020-09-19T15:30:56.261Z,2020-09-20T00:12:21.000Z,"11 NE Ground",19/09/2020,10:30:32,11,NE,Ground,271
7bed4ccf-c1b0-401b-a4b9-b219aa9d9f95,2020-09-19T15:30:25.161Z,2020-09-20T00:12:19.000Z,"11 NE Ground",19/09/2020,10:30:01,11,NE,Ground,555
79bf3c65-262f-4ce9-ac7b-3a1553c23c77,2020-09-19T15:29:58.382Z,2020-09-20T00:12:17.000Z,"11 NE Ground",19/09/2020,10:29:38,11,NE,Ground,508
96b0de99-1742-45c8-bfdd-8d40fb6edae8,2020-09-19T15:29:34.653Z,2020-09-19T18:08:10.000Z,"11 NE Ambient",19/09/2020,10:29:05,11,NE,Ambient,762
0cf034fe-313d-45f4-b1e9-1b7aac9227c7,2020-09-19T15:24:28.911Z,2020-09-19T18:08:08.000Z,"12 SW Ground",19/09/2020,10:24:01,12,SW,Ground,236
650f5973-3d73-461b-a7be-1b8b1c3cad7d,2020-09-19T15:23:57.247Z,2020-09-19T18:08:06.000Z,"12 SW Ground",19/09/2020,10:23:40,12,SW,Ground,265
e3f80583-9f78-4deb-b683-05c0549b1e74,2020-09-19T15:23:32.668Z,2020-09-19T18:08:04.000Z,"12 SW Ground",19/09/2020,10:23:01,12,SW,Ground,400
055c98c4-cb22-4f4c-936f-9d3a2e3f2a89,2020-09-19T15:22:53.192Z,2020-09-19T18:08:01.000Z,"12 SW Ambient",19/09/2020,10:20:24,12,SW,Ambient,699
c525f57a-df0c-4801-b266-a21179ec947d,2020-09-19T15:18:04.001Z,2020-09-19T18:07:59.000Z,"13 NW Ground",19/09/2020,10:17:20,13,NW,Ground,219
63449120-4361-44b6-9c1b-a923fb147388,2020-09-19T15:17:14.618Z,2020-09-19T18:07:57.000Z,"13 NW Ground",19/09/2020,10:16:52,13,NW,Ground,289
db7c8105-4cbb-4a52-a95a-09defcc5dd4a,2020-09-19T15:16:47.556Z,2020-09-19T18:07:55.000Z,"13 NW Ground",19/09/2020,10:15:45,13,NW,Ground,191
282f9142-9c4d-4ad3-b42f-abf57ba35b45,2020-09-19T15:15:37.821Z,2020-09-19T18:07:52.000Z,"13 NW Ambient",19/09/2020,10:14:44,13,NW,Ambient,674
27c99168-f4f7-448e-b982-09194b6efe3e,2020-09-19T15:11:58.950Z,2020-09-19T18:07:46.000Z,"14 NE Ground",19/09/2020,10:11:01,14,NE,Ground,259
9ff6a53f-99bd-4d89-95ba-794c1dbec1c5,2020-09-19T15:10:50.258Z,2020-09-19T18:07:44.000Z,"14 NE Ground",19/09/2020,10:10:03,14,NE,Ground,346
bd66d30c-a5ee-4e09-9623-36c1dc11abf5,2020-09-19T15:09:59.254Z,2020-09-19T18:07:42.000Z,"14 NE Ground",19/09/2020,10:09:36,14,NE,Ground,363
82ee08de-c1d4-4f14-b520-ff1c22189d6a,2020-09-19T15:09:27.749Z,2020-09-19T18:07:40.000Z,"14 NE Ambient",19/09/2020,10:09:07,14,NE,Ambient,606
4ab6e56c-a60f-44f9-9aef-38988ba07cb7,2020-09-19T15:03:41.684Z,2020-09-19T18:07:35.000Z,"5 NW Ground",19/09/2020,10:03:00,5,NW,Ground,502
b42e27be-00f9-40be-a750-01216f632ae0,2020-09-19T15:02:54.847Z,2020-09-19T18:07:37.000Z,"5 NW Ground",19/09/2020,10:02:29,5,NW,Ground,478
14285b2d-b8ca-4bbf-95d0-46e2667c17c9,2020-09-19T15:02:18.592Z,2020-09-19T18:07:48.000Z,"5 NW Ground",19/09/2020,10:01:39,5,NW,Ground,479
a9e30387-43c8-43e6-8e97-21440fc74465,2020-09-19T15:01:16.227Z,2020-09-19T18:07:50.000Z,"5 NW Ambient",19/09/2020,09:59:24,5,NW,Ambient,509
d66404fc-f313-4e78-9d37-a94c2f07fc2b,2020-09-18T21:41:54.552Z,2020-09-18T21:42:00.000Z,"1 NE Ground",18/09/2020,16:41:38,1,NE,Ground,3000
e7bf0d99-6f2f-456e-bb31-d49bfab975ba,2020-09-16T17:34:35.941Z,2020-09-16T17:34:41.000Z,"1 NE Ground",16/09/2020,12:34:20,1,NE,Ground,200
