Depth,FC,WP,BD,AW
0-12,14.86,7.66,1.41,1.22
0-24,16.55,8.55,1.43,1.37
24-36,15.39,7.23,1.45,1.42
36-48,13.04,6.04,1.58,1.33
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
