ec5_uuid,created_at,uploaded_at,title,1_What_is_the_date,2_What_is_the_plot_n,3_What_is_the_subplo,4_What_is_the_specie,5_What_is_the_percen
947eabe4-4ba7-4067-bd97-a63458a47ff0,2020-09-19T16:07:49.267Z,2020-09-19T16:29:49.000Z,"35 NW LITT",19/09/2020,35,NW,LITT,100
f8fe980b-7663-44ff-9983-484fbdcdefad,2020-09-19T16:07:10.561Z,2020-09-19T16:29:47.000Z,"35 NW DePi",19/09/2020,35,NW,DePi,1
881bdadd-88e5-4b52-baf2-aa06913ca7c3,2020-09-19T16:06:27.843Z,2020-09-19T16:29:44.000Z,"35 NW GuSa",19/09/2020,35,NW,GuSa,75
bb8197f8-3a89-45a1-9977-69516398a285,2020-09-19T16:04:08.852Z,2020-09-19T16:29:42.000Z,"34 NE Unknown",19/09/2020,34,NE,Unknown,5
79f755a2-dfb3-4e05-834c-4e1a55ef3509,2020-09-19T16:01:50.402Z,2020-09-19T16:29:40.000Z,"34 NE LITT",19/09/2020,34,NE,LITT,100
c7233951-6761-4774-8cd6-1e1ab5c6e3ef,2020-09-19T16:01:08.626Z,2020-09-19T16:29:37.000Z,"34 NE SaTr",19/09/2020,34,NE,SaTr,22
3060bdb7-74c3-4a34-8ad9-52dd99bf7766,2020-09-19T16:00:16.793Z,2020-09-19T16:29:35.000Z,"34 NE GuSa",19/09/2020,34,NE,GuSa,75
cb960112-763a-4ff9-95af-d30e2199a3d7,2020-09-19T15:57:41.802Z,2020-09-19T16:29:33.000Z,"33 NE LITT",19/09/2020,33,NE,LITT,92
6a59470e-d5ba-47dd-b681-a9364afc5751,2020-09-19T15:57:21.439Z,2020-09-19T16:29:31.000Z,"33 NE BARE",19/09/2020,33,NE,BARE,8
e6adc15d-8aa8-4832-94df-fd68fef5e4a8,2020-09-19T15:56:53.368Z,2020-09-19T16:29:29.000Z,"33 NE GuSa",19/09/2020,33,NE,GuSa,22
1bfbf227-105d-4c98-9b27-69886086f0d9,2020-09-19T15:56:10.371Z,2020-09-19T16:29:27.000Z,"33 NE LaCo",19/09/2020,33,NE,LaCo,8
b70a1dd7-846f-434d-881b-36ae0335c440,2020-09-19T15:55:43.587Z,2020-09-19T16:29:24.000Z,"33 NE SaTr",19/09/2020,33,NE,SaTr,18
282baada-81a9-4551-a343-8f3953e039a6,2020-09-19T15:52:10.498Z,2020-09-19T16:29:22.000Z,"32 SE LITT",19/09/2020,32,SE,LITT,75
8235df82-d398-43bd-a40a-d0f2b3a8f39e,2020-09-19T15:51:50.861Z,2020-09-19T16:29:20.000Z,"32 SE BARE",19/09/2020,32,SE,BARE,25
d4c89762-45ce-473c-ae29-b19d2894520a,2020-09-19T15:51:27.644Z,2020-09-19T16:29:18.000Z,"32 SE SoEl",19/09/2020,32,SE,SoEl,1
0ac3ac9c-01d6-4df1-8ed8-a1f8e8c3fd66,2020-09-19T15:50:53.603Z,2020-09-19T16:29:16.000Z,"32 SE SaTr",19/09/2020,32,SE,SaTr,25
f61a48c6-ceb5-482f-a5a1-bedbf377cc1d,2020-09-19T15:48:15.830Z,2020-09-19T16:29:13.000Z,"30 NW LITT",19/09/2020,30,NW,LITT,85
a6bc95b9-6fcb-4a21-a3b5-9544aeeb0ad8,2020-09-19T15:47:52.556Z,2020-09-19T16:29:11.000Z,"30 NW BARE",19/09/2020,30,NW,BARE,15
9585fb2d-1d1a-4b42-9a7a-e24cea8d51d8,2020-09-19T15:47:29.008Z,2020-09-19T16:29:09.000Z,"30 NW SoEl",19/09/2020,30,NW,SoEl,3
2147b2b6-350c-413a-9241-83706a864e3a,2020-09-19T15:47:05.101Z,2020-09-19T16:29:07.000Z,"30 NW SaTr",19/09/2020,30,NW,SaTr,8
8f5f12e0-ce0f-452b-b518-0c40891b22e2,2020-09-19T15:46:42.267Z,2020-09-19T16:29:04.000Z,"30 NW GuSa",19/09/2020,30,NW,GuSa,25
27ab3ab6-ede2-4f84-817f-777f3b31c4a8,2020-09-19T15:44:32.343Z,2020-09-19T16:29:02.000Z,"29 NE LITT",19/09/2020,29,NE,LITT,100
1ddb9537-6ee7-4294-a48e-3b5a82b81350,2020-09-19T15:44:05.574Z,2020-09-19T16:29:00.000Z,"29 NE SoEl",19/09/2020,29,NE,SoEl,2
96511358-4a2a-462a-a78a-ce949c568e0f,2020-09-19T15:43:41.593Z,2020-09-19T16:28:58.000Z,"29 NE SaTr",19/09/2020,29,NE,SaTr,20
e2ef2177-8328-4677-83a9-b9b7efabe5eb,2020-09-19T15:43:08.345Z,2020-09-19T16:28:56.000Z,"29 NE ChIn",19/09/2020,29,NE,ChIn,15
c4239eb8-fb1a-4dbc-ac9c-ba47314a4dab,2020-09-19T15:38:26.028Z,2020-09-19T16:28:54.000Z,"8 NW LITT",19/09/2020,8,NW,LITT,100
80c58d4e-3573-4f97-bebe-26093404bdc0,2020-09-19T15:37:50.927Z,2020-09-19T16:28:51.000Z,"8 NW ChIn",19/09/2020,8,NW,ChIn,2
d16404b2-2262-4196-a95f-44088dd30a62,2020-09-19T15:37:28.454Z,2020-09-19T16:28:49.000Z,"8 NW SoEl",19/09/2020,8,NW,SoEl,2
711e0e91-b021-4f65-802c-2c0adf92bd9b,2020-09-19T15:37:02.318Z,2020-09-19T16:28:47.000Z,"8 NW SaTr",19/09/2020,8,NW,SaTr,60
88ec6893-305f-42f8-b63b-ae087fe5b27f,2020-09-19T15:35:18.972Z,2020-09-19T16:28:44.000Z,"9 SW LITT",19/09/2020,9,SW,LITT,100
37301a96-00e1-44e0-970a-a5a63cdf119f,2020-09-19T15:34:56.277Z,2020-09-19T16:28:42.000Z,"9 SW ChIn",19/09/2020,9,SW,ChIn,4
7bd08b18-f47f-4aff-a621-3f79155431c6,2020-09-19T15:34:08.681Z,2020-09-19T16:28:40.000Z,"9 SW SoEl",19/09/2020,9,SW,SoEl,3
55c1f175-426a-4ac2-b6ba-d59182716e73,2020-09-19T15:33:36.624Z,2020-09-19T16:28:38.000Z,"9 SW GuSa",19/09/2020,9,SW,GuSa,50
1230d8f3-f3c6-4bba-9cb8-92a80cdf93f8,2020-09-19T15:30:54.145Z,2020-09-19T16:28:36.000Z,"11 NW LITT",19/09/2020,11,NW,LITT,95
1685bdf1-a6fa-41ed-8ba7-9c28581b7ecd,2020-09-19T15:30:33.928Z,2020-09-19T16:28:34.000Z,"11 NW BARE",19/09/2020,11,NW,BARE,5
757acd8c-7a86-410c-bb68-2f3f9d4da8c8,2020-09-19T15:30:11.118Z,2020-09-19T16:28:31.000Z,"11 NW LaCo",19/09/2020,11,NW,LaCo,2
4548d41e-ce72-4dfe-a2b8-a9446e6356ba,2020-09-19T15:29:40.757Z,2020-09-19T16:28:29.000Z,"11 NE GuSa",19/09/2020,11,NE,GuSa,27
c9ac00bb-8d2e-42b0-82a7-31ede6b0ac7b,2020-09-19T15:29:12.085Z,2020-09-19T16:28:27.000Z,"11 NE SaTr",19/09/2020,11,NE,SaTr,40
3d57f430-b116-4963-bca5-de794722c953,2020-09-19T15:25:57.587Z,2020-09-19T16:28:25.000Z,"12 SW LITT",19/09/2020,12,SW,LITT,95
9af165f6-8bb0-4c1f-87be-7868b3676203,2020-09-19T15:25:36.537Z,2020-09-19T16:28:22.000Z,"12 SW BARE",19/09/2020,12,SW,BARE,5
1e94ca8e-4873-4a31-83a3-f8490418923e,2020-09-19T15:25:08.182Z,2020-09-19T16:28:20.000Z,"12 SW ChIn",19/09/2020,12,SW,ChIn,5
f3c5ff35-0083-4e18-b7b9-4aeef46debba,2020-09-19T15:24:38.288Z,2020-09-19T16:28:18.000Z,"12 SW SoEl",19/09/2020,12,SW,SoEl,1
50e0330b-5ba9-4337-8e6f-59eb5113e444,2020-09-19T15:24:06.269Z,2020-09-19T16:28:16.000Z,"12 SW LaCo",19/09/2020,12,SW,LaCo,15
0c92fc27-3ef1-4bd1-a980-437a6856efd5,2020-09-19T15:23:41.412Z,2020-09-19T16:28:14.000Z,"12 SW SaTr",19/09/2020,12,SW,SaTr,50
6f54c45d-9f9c-4436-96d2-a7a4b7ddc8c3,2020-09-19T15:17:29.623Z,2020-09-19T16:28:11.000Z,"13 NW LITT",19/09/2020,13,NW,LITT,100
20a40aea-5c94-4dfe-80d8-cadf9a26d915,2020-09-19T15:17:01.406Z,2020-09-19T16:28:09.000Z,"13 NW SoEl",19/09/2020,13,NW,SoEl,3
75dbf65d-68ac-4c74-96c5-d0c8d6dffe3a,2020-09-19T15:15:58.760Z,2020-09-19T16:28:07.000Z,"13 NW ChIn",19/09/2020,13,NW,ChIn,35
5ee42995-e144-4b84-8f2d-244bae72d600,2020-09-19T15:15:31.279Z,2020-09-19T16:28:05.000Z,"13 NW SaTr",19/09/2020,13,NW,SaTr,50
51666180-846d-4524-98ce-39fc86150a4b,2020-09-19T15:09:30.527Z,2020-09-19T16:28:03.000Z,"14 NE LITT",19/09/2020,14,NE,LITT,50
91f863d1-6a8a-4271-a131-b077cdb10722,2020-09-19T15:09:10.531Z,2020-09-19T16:28:01.000Z,"14 NE SaTr",19/09/2020,14,NE,SaTr,50
9e6098ea-e197-45c3-84a9-d60cca9dafe0,2020-09-19T15:04:29.452Z,2020-09-19T16:27:58.000Z,"5 NW LITT",19/09/2020,5,NW,LITT,75
bac5f723-3643-4141-8656-6f97ca298909,2020-09-19T15:03:57.572Z,2020-09-19T16:27:56.000Z,"5 NW BARE",19/09/2020,5,NW,BARE,25
e7fa9312-2ab1-4702-8b89-8f75a9c48f68,2020-09-19T15:03:34.090Z,2020-09-19T16:27:54.000Z,"5 NW ChIn",19/09/2020,5,NW,ChIn,2
88b40f8e-4178-4af0-ba78-ad0416418ea2,2020-09-19T15:02:21.932Z,2020-09-19T16:27:52.000Z,"5 NW GuSa",19/09/2020,5,NW,GuSa,25
c347629f-e3a0-45e7-9753-4d474ff7a54c,2020-09-19T15:00:37.230Z,2020-09-19T16:27:49.000Z,"5 NW LaCo",19/09/2020,5,NW,LaCo,1
b0890faa-c10f-46ce-b433-4f240926ccd7,2020-09-19T14:59:43.180Z,2020-09-19T16:27:47.000Z,"5 NW SoEl",19/09/2020,5,NW,SoEl,4
61a9b5d7-e388-44d8-ade2-aed5a586cf8a,2020-09-19T14:50:18.194Z,2020-09-19T16:27:45.000Z,"4 NW LITT",19/09/2020,4,NW,LITT,95
1173f3cb-24e5-4bc3-b819-74ca407e7395,2020-09-19T14:49:12.107Z,2020-09-19T16:27:43.000Z,"4 NW BARE",19/09/2020,4,NW,BARE,5
1dbcbac1-d823-4948-b18d-738edcfeb67e,2020-09-19T14:48:29.182Z,2020-09-19T16:27:41.000Z,"4 NW SoEl",19/09/2020,4,NW,SoEl,7
b8085ee8-36a3-4863-8fc0-85510d757aae,2020-09-19T14:47:36.455Z,2020-09-19T16:27:38.000Z,"4 NW ChIn",19/09/2020,4,NW,ChIn,15
9c385d87-3280-4eb4-822b-1162a2f13b0e,2020-09-19T14:46:37.215Z,2020-09-19T16:27:36.000Z,"4 NW Sa",19/09/2020,4,NW,Sa,80
43fa4bf5-89fb-4a26-97e2-14f72fcd57f6,2020-09-19T14:41:09.168Z,2020-09-19T16:27:34.000Z,"3 NW LITT",19/09/2020,3,NW,LITT,70
3cbe1cc6-de29-419f-b3e1-5fa015d97d24,2020-09-19T14:40:16.935Z,2020-09-19T16:27:32.000Z,"3 NW BARE",19/09/2020,3,NW,BARE,30
d8494ac9-20f1-4ed8-8c4c-1d155da1fe86,2020-09-19T14:39:20.285Z,2020-09-19T16:27:27.000Z,"3 NW ChIn",19/09/2020,3,NW,ChIn,4
69f8ea83-bfe9-46f8-867d-56404f7123c0,2020-09-19T14:36:03.637Z,2020-09-19T16:27:25.000Z,"3 NW SaTr",19/09/2020,3,NW,SaTr,10
1c178601-1884-4f01-9efa-e4d77ab63055,2020-09-19T14:35:23.137Z,2020-09-19T16:27:23.000Z,"3 NW GuSa",19/09/2020,3,NW,GuSa,22
f75f72fc-5759-4751-a3c1-f499fcedc4f9,2020-09-19T14:32:55.247Z,2020-09-19T16:27:21.000Z,"3 NW LaCo",19/09/2020,3,NW,LaCo,5
9dd8efd5-dd67-4037-a567-69738f441128,2020-09-19T14:29:30.008Z,2020-09-19T16:27:19.000Z,"2 NE LITT",19/09/2020,2,NE,LITT,43
ef7bd32d-e839-4303-9953-b2e1fd3eee9f,2020-09-19T14:28:37.093Z,2020-09-19T16:27:17.000Z,"2 NE BARE",19/09/2020,2,NE,BARE,33
aa1c5735-6d18-44a8-8621-646ea6746bd0,2020-09-19T14:27:41.837Z,2020-09-19T16:27:14.000Z,"2 NE DePi",19/09/2020,2,NE,DePi,2
47da5c81-9eff-47ae-9d3a-2cc6918075f5,2020-09-19T14:26:43.552Z,2020-09-19T16:27:12.000Z,"2 NE SoEl",19/09/2020,2,NE,SoEl,5
2464e219-af67-471c-bfd8-450a1fb1c6e1,2020-09-19T14:26:03.172Z,2020-09-19T16:27:10.000Z,"2 NE SaTr",19/09/2020,2,NE,SaTr,19
f03edd7f-56e7-471a-b82b-5af026f688f2,2020-09-19T14:24:14.505Z,2020-09-19T16:27:08.000Z,"2 NE LaCo",19/09/2020,2,NE,LaCo,22
845f7d55-a7b7-4a4c-b5fb-d07d472364ab,2020-09-19T14:23:14.827Z,2020-09-19T16:27:30.000Z,"2 NE ChIn",19/09/2020,2,NE,ChIn,17
